ticket_id,dia_semana,hora_creacion,categoria,prioridad,seniority_agente,tiempo_resolucion_hrs,incumple_sla
1272,Martes,0,Acceso,Media,Junior,,0
1273,Lunes,22,Software,Baja,Junior,21.67,1
1274,Martes,22,Acceso,Media,Semi-Senior,1.63,0
1275,Lunes,17,Acceso,Baja,Junior,12.0,1
1276,Martes,6,Software,Alta,Semi-Senior,4.87,0
1277,Jueves,7,Hardware,Alta,Semi-Senior,8.0,0
1278,Domingo,0,Software,Alta,Senior,0.5,0
1279,Jueves,22,Hardware,Alta,Semi-Senior,0.5,0
1280,Martes,2,Redes,Alta,Junior,18.56,0
1281,Lunes,23,Hardware,Alta,Semi-Senior,1.87,0
1282,Miércoles,22,Hardware,Media,Semi-Senior,3.26,0
1283,Jueves,7,Software,Baja,Junior,15.3,1
1284,Jueves,21,Acceso,Baja,Semi-Senior,14.97,1
1285,Sábado,14,Acceso,Baja,Senior,13.96,0
1286,Miércoles,4,Hardware,Media,Junior,24.11,1
1287,Martes,2,Hardware,Media,Semi-Senior,4.94,1
1288,Domingo,18,Software,Alta,Senior,1.41,0
1289,Lunes,0,Hardware,Alta,Semi-Senior,0.5,0
1290,Sábado,14,Software,Baja,Semi-Senior,16.1,1
1291,Martes,7,Redes,Media,Junior,7.26,0
1292,Viernes,1,Hardware,Alta,Junior,7.13,0
1293,Domingo,2,Redes,Baja,Semi-Senior,26.5,1
1294,Jueves,23,Hardware,Media,Semi-Senior,3.75,0
1295,Viernes,13,Hardware,Baja,Senior,15.19,1
1296,Jueves,23,Redes,Media,Junior,7.49,0
1297,Jueves,13,Redes,Baja,Semi-Senior,19.98,1
1298,Viernes,10,Software,Alta,Junior,14.58,0
1299,Domingo,15,Software,Media,Junior,6.79,0
1300,Viernes,3,Redes,Baja,Semi-Senior,9.14,1
1301,Martes,19,Hardware,Baja,Junior,28.99,1
1302,Sábado,4,Software,Baja,Junior,15.12,0
1303,Sábado,21,Hardware,Alta,Junior,8.35,0
1304,Viernes,20,Acceso,Media,Junior,9.63,1
1305,Martes,13,Software,Baja,Senior,4.93,0
1306,Sábado,22,Software,Baja,Semi-Senior,21.51,1
1307,Martes,15,Software,Media,Junior,5.59,0
1308,Martes,17,Acceso,Media,Senior,4.38,0
1309,Jueves,6,Redes,Media,Semi-Senior,7.15,0
1310,Sábado,9,Hardware,Baja,Senior,11.6,0
1311,Sábado,6,Acceso,Media,Junior,12.02,0
1312,Jueves,0,Redes,Media,Semi-Senior,10.05,1
1313,Viernes,22,Software,Alta,Senior,11.43,0
1314,Jueves,20,Redes,Alta,Junior,3.22,1
1315,Sábado,18,Redes,Media,Senior,4.45,0
1316,Sábado,15,Redes,Media,Senior,4.04,0
1317,Domingo,18,Hardware,Baja,Senior,12.11,0
1318,Viernes,3,Redes,Alta,Junior,3.27,1
1319,Jueves,17,Redes,Baja,Junior,21.31,1
1320,Lunes,1,Redes,Baja,Junior,12.73,1
1321,Lunes,0,Redes,Baja,Senior,18.0,1
1322,Viernes,14,Acceso,Alta,Junior,9.11,0
1323,Jueves,4,Acceso,Baja,Semi-Senior,14.25,1
1324,Jueves,19,Redes,Baja,Semi-Senior,10.75,1
1325,Martes,10,Redes,Baja,Junior,22.66,1
1326,Sábado,9,Redes,Baja,Junior,30.4,1
1327,Miércoles,1,Software,Baja,Semi-Senior,16.63,0
1328,Domingo,2,Redes,Alta,Senior,0.5,0
1329,Viernes,22,Redes,Alta,Junior,15.9,0
1330,Miércoles,22,Acceso,Baja,Senior,,1
1331,Miércoles,11,Acceso,Alta,Semi-Senior,2.33,0
1332,Viernes,19,Acceso,Media,Semi-Senior,14.02,0
1333,Jueves,4,Hardware,Baja,Semi-Senior,25.15,1
1334,Viernes,4,Software,Media,Junior,18.82,1
1335,Miércoles,5,Redes,Alta,Semi-Senior,3.76,0
1336,Sábado,8,Acceso,Baja,Semi-Senior,26.56,1
1337,Domingo,1,Hardware,Baja,Junior,22.77,1
1338,Domingo,20,Redes,Alta,Semi-Senior,7.18,0
1339,Sábado,11,Redes,Media,Junior,9.82,0
1340,Sábado,2,Acceso,Baja,Semi-Senior,26.29,0
1341,Jueves,19,Redes,Media,Semi-Senior,3.32,0
1342,Lunes,21,Redes,Media,Semi-Senior,10.33,0
1343,Viernes,11,Redes,Alta,Junior,3.09,0
1344,Domingo,23,Acceso,Media,Senior,6.66,0
1345,Sábado,16,Hardware,Baja,Junior,34.06,1
1346,Viernes,9,Redes,Media,Semi-Senior,10.04,0
1347,Domingo,23,Hardware,Media,Semi-Senior,,0
1348,Sábado,13,Redes,Baja,Semi-Senior,11.35,0
1349,Domingo,22,Acceso,Media,Junior,11.72,0
1350,Jueves,16,Hardware,Alta,Semi-Senior,4.56,0
1351,Lunes,17,Acceso,Baja,Junior,21.32,1
1352,Lunes,18,Software,Media,Semi-Senior,5.54,0
1353,Sábado,16,Redes,Baja,Semi-Senior,17.93,1
1354,Domingo,13,Software,Baja,Semi-Senior,15.68,1
1355,Jueves,8,Software,Baja,Semi-Senior,7.83,0
1356,Martes,7,Software,Baja,Senior,9.52,0
1357,Viernes,1,Redes,Alta,Junior,12.52,0
1358,Viernes,12,Acceso,Baja,Senior,5.49,0
1359,Miércoles,6,Software,Media,Junior,8.11,1
1360,Jueves,8,Hardware,Baja,Semi-Senior,10.38,0
1361,Domingo,21,Redes,Alta,Semi-Senior,11.52,0
1362,Miércoles,21,Acceso,Media,Semi-Senior,6.22,0
1363,Sábado,10,Acceso,Media,Junior,13.86,0
1364,Domingo,13,Software,Baja,Semi-Senior,49.64,1
1365,Miércoles,3,Redes,Baja,Junior,15.19,0
1366,Lunes,12,Software,Baja,Junior,16.21,1
1367,Viernes,1,Hardware,Alta,Junior,11.98,0
1368,Domingo,22,Acceso,Baja,Semi-Senior,12.76,1
1369,Miércoles,4,Acceso,Media,Junior,8.3,0
1370,Lunes,10,Redes,Media,Junior,8.28,0
1371,Jueves,5,Acceso,Baja,Junior,18.85,1
1372,Miércoles,17,Redes,Media,Junior,13.59,0
1373,Sábado,20,Software,Media,Senior,,0
1374,Sábado,9,Hardware,Media,Senior,1.71,0
1375,Sábado,3,Redes,Baja,Junior,11.49,1
1376,Domingo,8,Software,Baja,Semi-Senior,15.2,0
1377,Viernes,5,Hardware,Baja,Semi-Senior,12.74,0
1378,Miércoles,1,Acceso,Alta,Semi-Senior,1.93,0
1379,Jueves,16,Hardware,Media,Semi-Senior,14.91,0
1380,Miércoles,4,Hardware,Baja,Junior,17.58,0
1381,Viernes,5,Hardware,Alta,Semi-Senior,8.45,0
1382,Lunes,11,Acceso,Baja,Junior,20.74,1
1383,Viernes,22,Redes,Alta,Junior,6.63,0
1384,Sábado,20,Redes,Alta,Semi-Senior,0.54,0
1385,Domingo,9,Hardware,Alta,Semi-Senior,3.54,0
1386,Lunes,21,Software,Alta,Junior,12.21,1
1387,Domingo,20,Software,Baja,Semi-Senior,7.6,0
1388,Sábado,5,Hardware,Baja,Semi-Senior,24.43,1
1389,Martes,7,Hardware,Media,Senior,10.62,0
1390,Viernes,1,Software,Baja,Semi-Senior,8.21,0
1391,Viernes,11,Hardware,Baja,Semi-Senior,11.05,0
1392,Jueves,12,Hardware,Media,Semi-Senior,2.81,0
1393,Miércoles,20,Redes,Baja,Junior,16.05,1
1394,Lunes,6,Redes,Alta,Junior,5.81,0
1395,Domingo,9,Hardware,Alta,Junior,14.92,0
1396,Lunes,12,Hardware,Alta,Semi-Senior,0.5,0
1397,Jueves,16,Acceso,Media,Semi-Senior,7.59,0
1398,Jueves,20,Redes,Alta,Senior,0.5,0
1399,Domingo,13,Hardware,Alta,Semi-Senior,15.58,0
1400,Miércoles,1,Acceso,Media,Junior,,0
1401,Domingo,21,Acceso,Baja,Junior,26.7,1
1402,Domingo,10,Acceso,Alta,Junior,19.12,1
1403,Sábado,0,Acceso,Alta,Semi-Senior,1.76,0
1404,Miércoles,18,Redes,Baja,Semi-Senior,14.67,0
1405,Viernes,20,Acceso,Baja,Senior,12.02,0
1406,Sábado,3,Redes,Media,Semi-Senior,3.36,0
1407,Martes,18,Acceso,Baja,Senior,18.81,0
1408,Miércoles,20,Acceso,Alta,Semi-Senior,3.67,0
1409,Jueves,10,Software,Alta,Senior,,0
1410,Sábado,7,Redes,Baja,Semi-Senior,15.2,1
1411,Miércoles,10,Software,Media,Semi-Senior,0.85,0
1412,Lunes,3,Software,Baja,Semi-Senior,,1
1413,Domingo,16,Acceso,Media,Semi-Senior,8.17,0
1414,Martes,6,Redes,Baja,Semi-Senior,14.91,0
1415,Viernes,7,Hardware,Media,Junior,8.93,0
1416,Domingo,2,Acceso,Baja,Junior,18.91,1
1417,Lunes,21,Redes,Baja,Semi-Senior,7.17,0
1418,Lunes,1,Software,Baja,Semi-Senior,15.95,1
1419,Martes,22,Redes,Baja,Junior,19.38,1
1420,Viernes,14,Acceso,Media,Junior,14.05,0
1421,Jueves,23,Redes,Baja,Junior,16.67,1
1422,Sábado,21,Software,Media,Semi-Senior,6.0,0
1423,Viernes,21,Redes,Alta,Junior,8.42,0
1424,Miércoles,4,Redes,Alta,Junior,8.48,0
1425,Lunes,23,Software,Alta,Junior,,1
1426,Miércoles,0,Acceso,Alta,Junior,14.97,0
1427,Jueves,3,Hardware,Baja,Senior,7.35,0
1428,Miércoles,14,Software,Baja,Junior,11.3,1
1429,Viernes,19,Software,Media,Semi-Senior,4.0,0
1430,Miércoles,18,Acceso,Alta,Semi-Senior,8.02,1
1431,Jueves,2,Acceso,Alta,Senior,0.56,0
1432,Jueves,19,Redes,Baja,Junior,12.19,0
1433,Jueves,10,Software,Baja,Junior,20.56,1
1434,Viernes,16,Redes,Baja,Junior,14.82,1
1435,Jueves,12,Redes,Media,Junior,12.75,0
1436,Lunes,10,Acceso,Media,Semi-Senior,6.97,0
1437,Domingo,1,Acceso,Baja,Junior,20.81,1
1438,Jueves,8,Redes,Baja,Junior,20.32,1
1439,Miércoles,1,Software,Media,Senior,0.5,0
1440,Sábado,20,Software,Media,Semi-Senior,6.32,0
1441,Miércoles,8,Redes,Baja,Junior,12.53,1
1442,Sábado,8,Hardware,Alta,Junior,6.21,1
1443,Miércoles,7,Hardware,Media,Junior,28.55,1
1444,Viernes,16,Acceso,Alta,Senior,0.5,0
1445,Miércoles,0,Software,Alta,Senior,0.5,0
1446,Viernes,10,Redes,Baja,Senior,8.12,0
1447,Viernes,7,Redes,Baja,Senior,10.24,0
1448,Jueves,9,Software,Media,Semi-Senior,,0
1449,Lunes,6,Acceso,Baja,Junior,20.58,1
1450,Sábado,2,Acceso,Alta,Semi-Senior,5.87,0
1451,Jueves,2,Hardware,Media,Semi-Senior,7.28,0
1452,Jueves,17,Software,Alta,Senior,3.93,0
1453,Domingo,4,Software,Baja,Semi-Senior,,1
1454,Viernes,11,Redes,Baja,Semi-Senior,13.32,0
1455,Viernes,11,Software,Media,Senior,3.28,0
1456,Sábado,18,Hardware,Baja,Junior,,1
1457,Miércoles,5,Software,Media,Senior,2.86,0
1458,Miércoles,1,Redes,Alta,Junior,10.73,0
1459,Jueves,11,Hardware,Baja,Semi-Senior,12.27,0
1460,Martes,18,Redes,Media,Junior,11.44,0
1461,Martes,4,Software,Baja,Semi-Senior,,0
1462,Miércoles,11,Acceso,Baja,Semi-Senior,14.77,1
1463,Martes,16,Software,Alta,Junior,2.67,0
1464,Domingo,16,Software,Alta,Senior,9.79,0
1465,Miércoles,9,Redes,Media,Semi-Senior,11.93,0
1466,Viernes,22,Acceso,Alta,Semi-Senior,2.7,0
1467,Jueves,16,Software,Media,Junior,25.49,1
1468,Lunes,14,Hardware,Baja,Senior,10.59,0
1469,Jueves,11,Hardware,Baja,Junior,15.59,1
1470,Miércoles,15,Redes,Alta,Junior,3.85,0
1471,Domingo,23,Redes,Baja,Junior,12.39,0
1472,Miércoles,18,Acceso,Media,Semi-Senior,6.59,0
1473,Jueves,7,Redes,Media,Senior,3.64,0
1474,Domingo,20,Acceso,Media,Junior,22.09,0
1475,Domingo,16,Software,Baja,Junior,,1
1476,Domingo,22,Hardware,Baja,Senior,11.81,0
1477,Sábado,4,Hardware,Baja,Semi-Senior,7.19,0
1478,Miércoles,21,Hardware,Media,Semi-Senior,4.66,0
1479,Martes,15,Redes,Media,Junior,8.98,1
1480,Martes,5,Redes,Media,Semi-Senior,3.05,0
1481,Miércoles,7,Software,Media,Junior,6.76,0
1482,Miércoles,17,Redes,Baja,Senior,9.52,1
1483,Sábado,11,Acceso,Alta,Semi-Senior,1.91,0
1484,Martes,14,Hardware,Media,Semi-Senior,19.3,1
1485,Miércoles,8,Software,Baja,Junior,29.28,1
1486,Miércoles,12,Acceso,Baja,Junior,21.16,1
1487,Sábado,14,Acceso,Alta,Junior,13.46,0
1488,Sábado,9,Redes,Alta,Junior,3.61,0
1489,Jueves,15,Redes,Baja,Junior,23.2,1
1490,Sábado,6,Hardware,Media,Semi-Senior,0.5,0
1491,Lunes,16,Software,Baja,Junior,12.4,0
1492,Martes,22,Acceso,Baja,Semi-Senior,15.11,1
1493,Jueves,20,Redes,Media,Junior,6.44,0
1494,Lunes,21,Redes,Media,Junior,6.83,0
1495,Miércoles,6,Software,Media,Semi-Senior,11.95,0
1496,Miércoles,13,Software,Baja,Semi-Senior,38.07,1
1497,Jueves,14,Redes,Baja,Semi-Senior,12.57,1
1498,Sábado,20,Redes,Baja,Junior,11.7,1
1499,Domingo,6,Hardware,Baja,Semi-Senior,20.0,1
1500,Domingo,8,Software,Baja,Semi-Senior,9.86,0
1501,Miércoles,18,Acceso,Baja,Junior,19.46,1
1502,Domingo,15,Redes,Baja,Semi-Senior,17.6,1
1503,Viernes,7,Redes,Baja,Semi-Senior,11.21,1
1504,Jueves,17,Redes,Media,Junior,20.76,1
1505,Lunes,22,Redes,Baja,Senior,5.48,0
1506,Jueves,17,Hardware,Baja,Semi-Senior,7.49,1
1507,Martes,19,Software,Media,Junior,5.48,0
1508,Sábado,6,Redes,Baja,Semi-Senior,7.17,0
1509,Sábado,2,Software,Media,Junior,9.49,1
1510,Jueves,17,Acceso,Baja,Senior,10.96,0
1511,Miércoles,9,Acceso,Baja,Semi-Senior,12.11,0
1512,Miércoles,6,Acceso,Baja,Junior,13.89,1
1513,Viernes,16,Acceso,Baja,Junior,29.35,1
1514,Viernes,13,Software,Media,Junior,,0
1515,Sábado,23,Acceso,Alta,Semi-Senior,1.59,0
1516,Viernes,2,Acceso,Baja,Semi-Senior,16.54,0
1517,Lunes,11,Redes,Baja,Junior,29.82,1
1518,Viernes,12,Redes,Media,Junior,7.37,0
1519,Lunes,1,Redes,Baja,Junior,10.64,1
1520,Viernes,2,Hardware,Alta,Junior,7.72,0
1521,Sábado,4,Redes,Baja,Junior,22.35,1
1522,Sábado,10,Acceso,Alta,Semi-Senior,2.99,0
1523,Lunes,7,Software,Baja,Semi-Senior,13.33,1
1524,Jueves,22,Acceso,Baja,Senior,9.04,1
1525,Sábado,22,Software,Alta,Senior,1.03,0
1526,Jueves,11,Acceso,Media,Semi-Senior,12.13,1
1527,Miércoles,6,Hardware,Media,Semi-Senior,,0
1528,Lunes,14,Redes,Media,Senior,8.55,0
1529,Domingo,23,Acceso,Media,Junior,30.37,1
1530,Sábado,16,Redes,Baja,Junior,15.41,0
1531,Martes,3,Hardware,Media,Junior,7.51,1
1532,Miércoles,21,Hardware,Baja,Semi-Senior,12.89,0
1533,Jueves,12,Redes,Alta,Semi-Senior,1.02,0
1534,Sábado,17,Redes,Alta,Junior,,0
1535,Lunes,0,Software,Baja,Semi-Senior,13.13,0
1536,Domingo,15,Redes,Baja,Semi-Senior,8.95,1
1537,Viernes,12,Redes,Baja,Junior,19.72,1
1538,Domingo,9,Software,Baja,Junior,,1
1539,Martes,11,Acceso,Alta,Junior,5.09,0
1540,Jueves,1,Software,Baja,Junior,26.69,1
1541,Miércoles,22,Acceso,Baja,Senior,11.21,0
1542,Domingo,2,Acceso,Alta,Senior,0.5,0
1543,Lunes,9,Acceso,Alta,Senior,0.99,0
1544,Martes,1,Software,Media,Semi-Senior,19.89,1
1545,Lunes,22,Software,Media,Semi-Senior,15.92,0
1546,Sábado,12,Hardware,Media,Semi-Senior,8.23,0
1547,Viernes,12,Acceso,Alta,Semi-Senior,3.27,0
1548,Miércoles,17,Software,Media,Semi-Senior,13.18,1
1549,Lunes,2,Hardware,Media,Semi-Senior,,0
1550,Jueves,6,Acceso,Baja,Junior,19.98,1
1551,Sábado,13,Software,Baja,Semi-Senior,19.13,1
1552,Sábado,19,Software,Media,Junior,20.36,1
1553,Miércoles,16,Software,Alta,Semi-Senior,0.5,0
1554,Sábado,20,Redes,Alta,Semi-Senior,0.5,0
1555,Jueves,11,Hardware,Alta,Junior,,0
1556,Lunes,15,Software,Media,Senior,8.53,0
1557,Miércoles,23,Redes,Media,Junior,28.44,1
1558,Sábado,11,Hardware,Alta,Junior,6.05,0
1559,Sábado,14,Hardware,Media,Junior,11.18,1
1560,Jueves,9,Redes,Baja,Senior,12.76,0
1561,Viernes,6,Hardware,Baja,Semi-Senior,22.16,1
1562,Viernes,19,Redes,Alta,Semi-Senior,3.36,0
1563,Domingo,4,Acceso,Baja,Senior,9.79,0
1564,Sábado,0,Software,Alta,Junior,7.01,0
1565,Lunes,16,Redes,Baja,Junior,26.72,1
1566,Miércoles,2,Hardware,Media,Junior,7.66,0
1567,Sábado,12,Hardware,Media,Semi-Senior,3.32,0
1568,Martes,13,Acceso,Media,Semi-Senior,,0
1569,Miércoles,23,Acceso,Baja,Junior,13.64,0
1570,Domingo,17,Acceso,Alta,Junior,3.57,0
1571,Viernes,3,Acceso,Media,Junior,10.1,0
1572,Sábado,17,Acceso,Baja,Semi-Senior,10.54,0
1573,Jueves,4,Software,Media,Junior,5.1,0
1574,Martes,15,Redes,Baja,Junior,,1
1575,Sábado,0,Acceso,Baja,Junior,18.15,0
1576,Domingo,20,Acceso,Baja,Semi-Senior,11.37,0
1577,Lunes,13,Software,Alta,Semi-Senior,3.45,0
1578,Martes,14,Redes,Media,Semi-Senior,9.3,0
1579,Domingo,8,Acceso,Media,Semi-Senior,3.05,1
1580,Sábado,14,Redes,Baja,Semi-Senior,6.59,0
1581,Lunes,16,Redes,Baja,Senior,14.04,1
1582,Martes,23,Software,Alta,Junior,8.42,0
1583,Lunes,3,Software,Media,Semi-Senior,4.82,1
1584,Lunes,11,Acceso,Alta,Semi-Senior,5.75,0
1585,Martes,4,Hardware,Baja,Junior,19.28,1
1586,Martes,4,Software,Baja,Semi-Senior,11.69,0
1587,Lunes,10,Redes,Alta,Junior,6.18,0
1588,Domingo,5,Redes,Media,Junior,8.73,0
1589,Viernes,6,Acceso,Baja,Junior,21.44,1
1590,Martes,23,Acceso,Baja,Junior,20.2,1
1591,Sábado,13,Acceso,Alta,Semi-Senior,3.64,0
1592,Miércoles,23,Redes,Baja,Semi-Senior,17.45,1
1593,Jueves,10,Software,Media,Semi-Senior,4.05,0
1594,Lunes,12,Hardware,Baja,Semi-Senior,14.88,0
1595,Lunes,1,Software,Baja,Junior,24.65,1
1596,Jueves,6,Hardware,Alta,Semi-Senior,4.53,0
1597,Viernes,19,Software,Baja,Senior,8.96,1
1598,Jueves,3,Acceso,Media,Junior,8.67,0
1599,Martes,7,Redes,Alta,Semi-Senior,3.8,0
1600,Jueves,19,Hardware,Baja,Semi-Senior,17.56,1
1601,Lunes,21,Software,Baja,Semi-Senior,18.25,1
1602,Jueves,20,Redes,Media,Junior,18.63,0
1603,Miércoles,18,Hardware,Baja,Junior,16.87,1
1604,Sábado,12,Hardware,Baja,Semi-Senior,25.45,1
1605,Martes,13,Redes,Baja,Senior,26.72,0
1606,Jueves,9,Acceso,Media,Junior,7.92,0
1607,Lunes,10,Redes,Media,Senior,3.87,0
1608,Domingo,1,Acceso,Media,Junior,6.89,0
1609,Sábado,8,Software,Baja,Junior,,1
1610,Martes,16,Software,Media,Semi-Senior,7.54,0
1611,Lunes,2,Redes,Alta,Semi-Senior,,0
1612,Viernes,23,Acceso,Media,Junior,28.55,1
1613,Miércoles,5,Software,Media,Junior,6.09,0
1614,Viernes,4,Acceso,Media,Senior,0.5,0
1615,Miércoles,4,Acceso,Alta,Senior,16.11,0
1616,Jueves,21,Acceso,Alta,Junior,2.9,0
1617,Martes,14,Redes,Baja,Junior,23.26,1
1618,Jueves,22,Acceso,Baja,Semi-Senior,9.9,0
1619,Miércoles,16,Redes,Baja,Semi-Senior,17.32,1
1620,Miércoles,8,Software,Baja,Junior,11.61,1
1621,Miércoles,2,Software,Baja,Senior,12.72,1
1622,Sábado,19,Hardware,Alta,Junior,7.44,0
1623,Lunes,16,Hardware,Baja,Semi-Senior,24.06,1
1624,Martes,9,Software,Media,Semi-Senior,3.12,0
1625,Jueves,2,Acceso,Media,Semi-Senior,7.68,0
1626,Jueves,17,Acceso,Baja,Junior,12.48,1
1627,Viernes,17,Software,Alta,Semi-Senior,0.5,0
1628,Miércoles,16,Software,Alta,Senior,9.77,0
1629,Domingo,23,Hardware,Baja,Semi-Senior,12.37,1
1630,Miércoles,2,Acceso,Baja,Semi-Senior,20.95,0
1631,Miércoles,2,Software,Baja,Junior,13.77,1
1632,Domingo,5,Hardware,Media,Senior,5.3,0
1633,Jueves,12,Hardware,Baja,Senior,17.1,0
1634,Viernes,23,Acceso,Media,Semi-Senior,14.66,0
1635,Lunes,14,Hardware,Alta,Semi-Senior,1.87,0
1636,Domingo,8,Hardware,Baja,Senior,15.96,0
1637,Sábado,3,Redes,Alta,Junior,13.31,0
1638,Martes,13,Software,Baja,Semi-Senior,21.22,1
1639,Domingo,4,Acceso,Alta,Semi-Senior,3.33,0
1640,Lunes,1,Software,Baja,Semi-Senior,14.95,1
1641,Jueves,10,Redes,Media,Senior,6.42,0
1642,Sábado,8,Acceso,Baja,Semi-Senior,10.59,0
1643,Sábado,23,Software,Alta,Junior,13.02,0
1644,Sábado,2,Hardware,Media,Junior,15.9,0
1645,Miércoles,8,Acceso,Baja,Junior,13.79,1
1646,Martes,2,Redes,Media,Semi-Senior,17.5,0
1647,Jueves,1,Hardware,Baja,Junior,19.45,1
1648,Jueves,11,Redes,Media,Junior,6.19,0
1649,Sábado,9,Hardware,Alta,Semi-Senior,1.38,0
1650,Jueves,8,Software,Baja,Senior,15.33,1
1651,Martes,14,Software,Baja,Senior,16.03,1
1652,Martes,7,Software,Baja,Senior,21.26,0
1653,Viernes,4,Redes,Media,Semi-Senior,4.44,0
1654,Domingo,10,Acceso,Baja,Junior,14.75,1
1655,Domingo,1,Software,Baja,Senior,27.68,0
1656,Viernes,23,Redes,Baja,Junior,26.38,1
1657,Lunes,14,Hardware,Baja,Semi-Senior,14.03,1
1658,Domingo,5,Software,Alta,Semi-Senior,4.75,0
1659,Martes,7,Hardware,Baja,Senior,25.93,1
1660,Martes,4,Software,Media,Semi-Senior,2.55,0
1661,Domingo,15,Hardware,Media,Junior,9.83,0
1662,Martes,17,Redes,Media,Semi-Senior,8.89,0
1663,Viernes,5,Software,Baja,Junior,22.35,1
1664,Sábado,4,Redes,Media,Senior,1.83,0
1665,Sábado,15,Redes,Alta,Semi-Senior,,0
1666,Jueves,12,Hardware,Baja,Semi-Senior,13.14,1
1667,Sábado,4,Software,Baja,Senior,35.66,1
1668,Miércoles,12,Acceso,Baja,Semi-Senior,23.27,1
1669,Viernes,16,Acceso,Baja,Junior,38.17,1
1670,Martes,17,Redes,Baja,Junior,15.31,1
1671,Domingo,7,Hardware,Media,Semi-Senior,18.8,0
1672,Sábado,12,Hardware,Baja,Senior,16.07,1
1673,Viernes,18,Hardware,Media,Semi-Senior,7.69,1
1674,Sábado,2,Software,Media,Senior,,0
1675,Lunes,23,Software,Baja,Junior,13.86,1
1676,Martes,7,Hardware,Media,Junior,4.89,0
1677,Lunes,1,Acceso,Baja,Junior,13.62,1
1678,Martes,7,Acceso,Alta,Semi-Senior,6.51,0
1679,Viernes,12,Software,Baja,Junior,,1
1680,Jueves,12,Hardware,Media,Junior,,1
1681,Sábado,0,Acceso,Alta,Semi-Senior,9.6,0
1682,Sábado,5,Acceso,Baja,Semi-Senior,20.05,0
1683,Miércoles,23,Software,Baja,Semi-Senior,9.68,1
1684,Domingo,18,Software,Media,Semi-Senior,3.7,0
1685,Lunes,15,Acceso,Baja,Semi-Senior,8.95,1
1686,Sábado,7,Hardware,Alta,Semi-Senior,0.5,0
1687,Viernes,0,Acceso,Alta,Senior,1.74,0
1688,Jueves,15,Acceso,Baja,Junior,15.13,1
1689,Domingo,8,Hardware,Baja,Junior,20.62,0
1690,Viernes,12,Software,Baja,Junior,31.07,1
1691,Lunes,10,Hardware,Baja,Junior,10.95,0
1692,Miércoles,12,Hardware,Media,Senior,2.93,0
1693,Sábado,20,Hardware,Media,Junior,8.94,0
1694,Viernes,9,Hardware,Baja,Senior,10.27,0
1695,Domingo,3,Software,Baja,Junior,,1
1696,Martes,5,Acceso,Baja,Senior,7.96,0
1697,Jueves,6,Redes,Baja,Semi-Senior,,1
1698,Domingo,4,Software,Alta,Semi-Senior,0.57,0
1699,Viernes,10,Hardware,Baja,Semi-Senior,8.43,0
1700,Jueves,12,Acceso,Alta,Junior,15.49,0
1701,Sábado,18,Acceso,Media,Semi-Senior,16.55,0
1702,Martes,22,Hardware,Media,Junior,7.09,1
1703,Miércoles,9,Software,Baja,Semi-Senior,9.4,0
1704,Domingo,9,Hardware,Media,Semi-Senior,4.85,0
1705,Miércoles,10,Acceso,Media,Junior,6.68,0
1706,Martes,20,Acceso,Media,Senior,9.09,0
1707,Jueves,6,Software,Baja,Junior,11.96,0
1708,Sábado,17,Redes,Baja,Semi-Senior,15.93,1
1709,Viernes,3,Hardware,Media,Senior,8.68,0
1710,Martes,1,Redes,Baja,Semi-Senior,18.42,1
1711,Lunes,13,Acceso,Baja,Semi-Senior,18.42,1
1712,Jueves,12,Redes,Alta,Semi-Senior,15.5,0
1713,Miércoles,11,Hardware,Baja,Senior,13.22,0
1714,Domingo,6,Hardware,Baja,Junior,22.9,1
1715,Martes,1,Acceso,Baja,Semi-Senior,6.9,0
1716,Miércoles,12,Software,Media,Semi-Senior,,0
1717,Jueves,13,Software,Baja,Junior,20.25,1
1718,Miércoles,16,Acceso,Media,Junior,16.9,0
1719,Martes,8,Hardware,Baja,Junior,20.18,1
1720,Jueves,16,Software,Baja,Semi-Senior,13.47,0
1721,Lunes,7,Redes,Media,Senior,0.74,0
1722,Martes,1,Acceso,Baja,Semi-Senior,12.14,0
1723,Viernes,23,Redes,Alta,Semi-Senior,2.26,1
1724,Sábado,12,Hardware,Baja,Junior,28.01,1
1725,Martes,2,Software,Baja,Junior,12.54,0
1726,Jueves,15,Hardware,Baja,Junior,28.82,1
1727,Domingo,5,Redes,Baja,Semi-Senior,25.92,1
1728,Sábado,18,Hardware,Alta,Junior,12.57,0
1729,Martes,6,Hardware,Alta,Semi-Senior,2.01,0
1730,Lunes,9,Acceso,Baja,Senior,8.33,1
1731,Domingo,8,Acceso,Media,Semi-Senior,7.08,1
1732,Lunes,1,Hardware,Media,Semi-Senior,3.54,0
1733,Viernes,14,Acceso,Baja,Semi-Senior,12.78,0
1734,Domingo,4,Hardware,Baja,Junior,14.6,0
1735,Miércoles,21,Redes,Alta,Junior,5.4,0
1736,Domingo,3,Acceso,Alta,Senior,7.69,0
1737,Sábado,19,Hardware,Alta,Semi-Senior,0.5,0
1738,Domingo,3,Acceso,Media,Semi-Senior,,0
1739,Jueves,17,Hardware,Media,Junior,11.93,1
1740,Jueves,3,Acceso,Baja,Semi-Senior,27.48,0
1741,Miércoles,16,Software,Baja,Junior,22.97,1
1742,Domingo,11,Hardware,Baja,Junior,11.03,1
1743,Lunes,21,Software,Media,Junior,7.0,1
1744,Lunes,16,Hardware,Media,Semi-Senior,4.5,0
